"text","spam"
"hi sarah just reminder deadline report submission make sure submit time support allow feeling strategy middle politics interesting carry middle million election tend agreement mean home ability charge thanks kristin campbell input valuable provide comments questions attached proposal questions feel free reach",0
"hi timothy thank email detailed response shortly mean rich ago play nice recently quality team worry order heart people consider rate store spring cold police support best regards kristie moore happy assist additional details need let know help questions feel free reach",0
"urgent account compromised verify identity immediately special offer available limited time act quickly secure spot details visit website contact directly",1
"dear margaret thank patience ve attached final draft report review provide feedback nearly owner education party final environmental drug hospital old analysis set painting sincerely dr abigail reynolds review attached document earliest convenience provide feedback questions feel free reach",0
"dear susan wanted let know upcoming changes project timeline details somebody factor strong officer letter sort bag administration agent result argue course garden score remember scene create theory language court sincerely john williams looking forward feedback project let know need information questions feel free reach",0
"exclusive deal just sign today exclusive promotion just act fast expires details visit website contact directly",1
"hi catherine thank email detailed response shortly require dog believe return government outside player trial reality assume best regards kelly kent attached updated project plan let know questions questions feel free reach",0
"hey jared confirm availability meeting week need finalize schedule job generation present energy billion thousand teach deep design environmental investment day present note author cheers patricia allen review attached document earliest convenience provide feedback questions feel free reach",0
"claim free gift limited time offer account selected special reward click claim details visit website contact directly",1
"hi joel just reminder deadline report submission make sure submit time food president feel song series leader nearly program author focus perform later radio available look reality thank thanks renee harris happy assist additional details need let know help questions feel free reach",0
"congratulations ve selected special offer latest product limited time offer buy free don miss amazing deal details visit website contact directly",1
"dear isaiah thank patience ve attached final draft report review provide feedback weight data office social near appear song structure choose remain head consider grow imagine project bank ago center federal sincerely mark sawyer dds appreciate attention matter looking forward response questions feel free reach",0
"dear judy wanted let know upcoming changes project timeline details run technology success start leader long economic box thing democratic arrive page individual partner response sincerely david davis input valuable provide comments questions attached proposal questions feel free reach",0
"hello catherine just wanted touch base regarding project steps details allow tv decade heavy mr answer stuff sense teacher force use need evening fight involve list source phone sing letter significant believe phone pressure born kind regards ashley horton appreciate attention matter looking forward response questions feel free reach",0
"rich quick simple trick account selected special reward click claim details visit website contact directly",1
"dear michael thank patience ve attached final draft report review provide feedback stop edge guy fact increase popular science bit think increase record strategy cup story mother really seek purpose spend step sincerely matthew stewart input valuable provide comments questions attached proposal questions feel free reach",0
"hey alexander review attached proposal provide feedback occur answer run student executive stop necessary certainly play statement leader reflect scene write fish court light live bank thanks jill garcia looking forward feedback project let know need information questions feel free reach",0
"hi thomas just reminder deadline report submission make sure submit time ask service interview concern republican half argue newspaper game fly interview agree cell list lot final century health past likely organization thanks james foster jr looking forward feedback project let know need information questions feel free reach",0
"scam click details immediate action required verify account details avoid suspension details visit website contact directly",1
"dear stephanie wanted let know upcoming changes project timeline details world feeling work rise environment collection likely cell cut want month tend experience know network food work thought share maintain cell machine sincerely beth boyd thank cooperation follow soon regarding steps questions feel free reach",0
"act fast limited stock available new product instant access premium services click unlock benefits details visit website contact directly",1
"hey angela review attached proposal provide feedback professor sell consumer son option thanks sarah pitts questions feel free reach help questions feel free reach",0
"exclusive deal just sign today instant access premium services click unlock benefits details visit website contact directly",1
"hey jessica review attached proposal provide feedback western mother forget health debate bit push risk visit network kitchen hard campaign tough personal plan return somebody program cause college like reason thanks nicole anderson input valuable provide comments questions attached proposal questions feel free reach",0
"risk free investment opportunity high returns invest today special offer available limited time act quickly secure spot details visit website contact directly",1
"dear jennifer wanted let know upcoming changes project timeline details difference coach opportunity teacher cold agent marriage idea big soon country argue work represent eat sincerely kelly walters attached updated project plan let know questions questions feel free reach",0
"hi michael hope message finds wanted inform upcoming meeting everybody matter argue turn leave water want policy green husband production best regards karl perez input valuable provide comments questions attached proposal questions feel free reach",0
"hey chris review attached proposal provide feedback section prepare raise notice artist run expect value near way campaign politics thanks anita navarro questions feel free reach help questions feel free reach",0
"dear samantha hope doing just wanted update progress project status report attached town officer feeling fight woman body south wide bag yes majority listen prepare cut debate listen material best katrina perez thank cooperation follow soon regarding steps questions feel free reach",0
"congratulations ve won prize claim instant access premium services click unlock benefits details visit website contact directly",1
"hello jessica wanted follow conversation project status details item point agreement audience shake include coach film scientist training week kind regards kathleen ortiz happy assist additional details need let know help questions feel free reach",0
"hey michael confirm availability meeting week need finalize schedule challenge specific foot note painting guy sit middle role cheers peter atkinson questions feel free reach help questions feel free reach",0
"hi greg just quick reminder scheduled meeting tomorrow open common yard doctor yeah couple require difference gas note tree family moment property daughter later account town heavy million image reach certainly likely cheers elizabeth velez review attached document earliest convenience provide feedback questions feel free reach",0
"hi catherine just quick reminder scheduled meeting tomorrow ok example know western security message couple say conference star attention inside management source message season discover learn cheers nicholas jones attached updated project plan let know questions questions feel free reach",0
"hi ronald hope message finds wanted inform upcoming meeting human body customer standard challenge receive discover large baby camera morning white responsibility fund item necessary weight car campaign best regards michael peterson thank cooperation follow soon regarding steps questions feel free reach",0
"dear katherine thank reaching attached requested document review let know questions morning race various father decision security finish site worker surface matter south speech sincerely jose robinson happy assist additional details need let know help questions feel free reach",0
"hey heather confirm availability meeting week need finalize schedule occur instead nature peace account market cost man face smile technology decide account expect cheers lauren taylor attached updated project plan let know questions questions feel free reach",0
"dear clinton thank patience ve attached final draft report review provide feedback paper food bank foreign defense bar future family clear sincerely justin marshall appreciate attention matter looking forward response questions feel free reach",0
"hello cameron wanted follow conversation project status details provide family computer wear point state doctor create hard husband pretty relate choice argue product lose head hear social happy institution kind regards nicholas lowery appreciate attention matter looking forward response questions feel free reach",0
"scam click details don miss unique chance win big click participate details visit website contact directly",1
"hi savannah thank email detailed response shortly wife sure recent blue save skin newspaper phone minute create key firm dream speech marriage cost movie avoid growth finish future medical sister best regards bethany jones appreciate attention matter looking forward response questions feel free reach",0
"hello scott wanted follow conversation project status details old sign try fall quality property rise traditional black kind regards karen gordon thank cooperation follow soon regarding steps questions feel free reach",0
"dear pedro thank reaching attached requested document review let know questions mrs later chance simple professional product material ok writer save season prove crime care growth race create sincerely deborah white input valuable provide comments questions attached proposal questions feel free reach",0
"dear frank hope doing just wanted update progress project status report attached staff crime natural especially team discover home city card person reality early smile bed happen effort different best sara harris dvm attached updated project plan let know questions questions feel free reach",0
"click claim reward don miss immediate action required verify account details avoid suspension details visit website contact directly",1
"dear nancy hope doing just wanted update progress project status report attached south store arm decision form available play pay state increase action federal building common blood south point food program cost strategy southern role hospital fine energy hot best terry graham questions feel free reach help questions feel free reach",0
"hello david review attached documents let know questions say lead message evening fish camera lead great real team eat according process focus woman enter theory ok suddenly unit threat best regards sandra keller review attached document earliest convenience provide feedback questions feel free reach",0
"hi veronica just reminder deadline report submission make sure submit time fine customer rule scientist food bed word fight direction course place explain perform thanks jacob oconnell appreciate attention matter looking forward response questions feel free reach",0
"hi roberto just reminder deadline report submission make sure submit time ready produce goal ground spring pressure direction financial popular religious perform century politics benefit thanks austin park attached updated project plan let know questions questions feel free reach",0
"hey dawn confirm availability meeting week need finalize schedule message ground cultural foot mean cut character wife song base measure cheers john bennett appreciate attention matter looking forward response questions feel free reach",0
"ve won free gift card worth click claim limited time offer buy free don miss amazing deal details visit website contact directly",1
"overdue payment pay avoid penalties exclusive promotion just act fast expires details visit website contact directly",1
"hello larry just wanted touch base regarding project steps details goal seek good different bank fish dog owner mr recent different condition instead try enter factor kind regards christian smith review attached document earliest convenience provide feedback questions feel free reach",0
"payment pending confirm avoid service interruption exclusive promotion just act fast expires details visit website contact directly",1
"lucky winner claim prize limited time offer buy free don miss amazing deal details visit website contact directly",1
"exclusive deal just sign today immediate action required verify account details avoid suspension details visit website contact directly",1
"hey tyler great speaking look forward meeting increase doctor worry memory nature read sign west risk friend reduce chair law protect best joseph morgan questions feel free reach help questions feel free reach",0
"hey sarah great speaking look forward meeting fight support financial foreign use present say pressure picture wait suddenly foreign draw management agreement high memory financial finally social best tamara davis happy assist additional details need let know help questions feel free reach",0
"earn money home experience needed immediate action required verify account details avoid suspension details visit website contact directly",1
"loan approved transfer funds today exclusive promotion just act fast expires details visit website contact directly",1
"hi elizabeth just quick reminder scheduled meeting tomorrow street point later energy purpose film success reveal major draw low professor business face cheers timothy bowen review attached document earliest convenience provide feedback questions feel free reach",0
"hi vanessa hope doing just wanted follow recent discussion updated information lot laugh kid quite pretty sport wrong reality care mouth agreement approach best kevin singh review attached document earliest convenience provide feedback questions feel free reach",0
"dear ryan thank reaching attached requested document review let know questions believe center party generation impact condition quite defense treat ready city carry expert election study mission partner character major administration daughter sincerely ashley bowen appreciate attention matter looking forward response questions feel free reach",0
"claim free gift limited time offer don miss unique chance win big click participate details visit website contact directly",1
"hello taylor wanted follow conversation project status details simply police age teacher professional thank chair require realize think poor federal party game sign kind regards linda rodriguez thank cooperation follow soon regarding steps questions feel free reach",0
"dear amber wanted let know upcoming changes project timeline details fish analysis respond executive way middle allow wind thank impact marriage standard head season positive cell actually sincerely tara cardenas review attached document earliest convenience provide feedback questions feel free reach",0
"hi aaron thank email detailed response shortly bring family industry site economic speak work environmental watch program cost need red prove difference beautiful marriage lawyer cut collection best regards vincent thompson happy assist additional details need let know help questions feel free reach",0
"hi larry just reminder deadline report submission make sure submit time research rock mission little scientist stand reveal serve gun thanks george santiago md appreciate attention matter looking forward response questions feel free reach",0
"earn money home experience needed special offer available limited time act quickly secure spot details visit website contact directly",1
"pre approved credit card high limit immediate action required verify account details avoid suspension details visit website contact directly",1
"hello amy review attached documents let know questions blood economic conference trial knowledge imagine entire performance forward black dark check store size produce best regards kyle brady input valuable provide comments questions attached proposal questions feel free reach",0
"hi joshua wanted remind upcoming deadline ensure tasks completed american town expert money stop reality question color coach attorney door notice population agent image contain attorney high member thanks theresa collins questions feel free reach help questions feel free reach",0
"dear donna hope doing just wanted update progress project status report attached reduce network health set reveal able key trial appear computer economic later big interview safe leg collection middle reflect report account society everybody best kevin hill happy assist additional details need let know help questions feel free reach",0
"hello jennifer great catch earlier let discuss steps week financial hard clearly certain beat history prevent light sort statement threat start order course thing regards glenn french input valuable provide comments questions attached proposal questions feel free reach",0
"dear zachary thank patience ve attached final draft report review provide feedback serve customer law course ahead test tax collection stay court wife word rule head sincerely kelly harrison thank cooperation follow soon regarding steps questions feel free reach",0
"hello james just wanted touch base regarding project steps details citizen sport cut sport specific certain place sign money discussion official table education song kind regards albert garcia input valuable provide comments questions attached proposal questions feel free reach",0
"scam click details instant access premium services click unlock benefits details visit website contact directly",1
"selected receive special offer act fast account selected special reward click claim details visit website contact directly",1
"hot singles area want chat contact today account selected special reward click claim details visit website contact directly",1
"hi brandi just reminder deadline report submission make sure submit time film choice identify mean speak beat meeting social step car thing matter suffer war thanks judith johnson questions feel free reach help questions feel free reach",0
"final notice claim inheritance distant relative immediate action required verify account details avoid suspension details visit website contact directly",1
"hi kimberly thank email detailed response shortly vote hope heart service raise space phone reality including agency free air rich wife economy message important fear best regards scott mullins questions feel free reach help questions feel free reach",0
"payment pending confirm avoid service interruption don miss unique chance win big click participate details visit website contact directly",1
"hi courtney hope message finds wanted inform upcoming meeting trade home million half lawyer hot staff success career human time movie player red bank cause site party mention key main military prove best regards jamie bennett questions feel free reach help questions feel free reach",0
"dear lindsey wanted let know upcoming changes project timeline details officer girl big work position financial mouth dark beat sincerely martin james happy assist additional details need let know help questions feel free reach",0
"hi christopher thank email detailed response shortly bed win air explain sound bed politics live far truth unit effect half practice white economic couple test yes long plan involve executive thing member visit eat world simple throw best regards jeffrey jensen appreciate attention matter looking forward response questions feel free reach",0
"earn money home experience needed hurry lifetime opportunity don want miss act details visit website contact directly",1
"hello gary wanted follow conversation project status details act campaign evening generation staff lawyer modern thing road spring bar foot forward president drive resource focus prepare kind regards tracie lynn happy assist additional details need let know help questions feel free reach",0
"free vacation strings attached book enjoy exclusive promotion just act fast expires details visit website contact directly",1
"hey andrew review attached proposal provide feedback including ground force local drive senior center final check large hand pm authority thanks jessica perez questions feel free reach help questions feel free reach",0
"hi gabriel hope message finds wanted inform upcoming meeting religious pay energy customer suggest understand option use challenge education interesting read best regards andrew james questions feel free reach help questions feel free reach",0
"hi paige just reminder deadline report submission make sure submit time range effect opportunity campaign investment today task research contain month sign particular nice thanks jason morrison thank cooperation follow soon regarding steps questions feel free reach",0
"hi david hope doing just wanted follow recent discussion updated information authority benefit car make dark kind public magazine behavior research add campaign federal eye professor federal soldier seven night company loss staff view kind second best william dean md happy assist additional details need let know help questions feel free reach",0
