"text","spam"
"tell rob mack gf theater",0
"awesome ll bit",0
"just sent type food like",0
"handed celebrations swing",0
"got called tool",0
"wen miss person definitely special person special miss just touch gdeve",0
"ok asked money far",0
"okie",0
"yeah think usual guy passed night ahold anybody let know ll throw",0
"come tonight class lets early",0
"ok",0
"hi baby im cruisin girl friend hour home thats alright fone fone love jenny xxx",0
"life means lot love life love people life world calls friends world ge",0
"dear shall mail tonite busy street shall update tonite things looking ok varunnathu edukkukayee raksha ollu good real sense",0
"hey told gautham ah",0
"haf feel stupid da cam working",0
"oops got bit",0
"buzy",0
"accidentally deleted message resend",0
"mobile customer claim free camera phone upgrade pay sim card loyalty offer ends thfeb apply",1
"unless situation gurl appropriate",0
"hurt tease make end life die plz rose grave say stupid miss nice day bslvyl",0
"pick phone right pls send message",0
"need coffee run tomo believe time week",0
"awesome remember time got somebody high time diesel",0
"shit really shocking scary imagine second def night think crash night save taxi",0
"oh way food fridge want meal tonight",0
"womdarfull actor",0
"sms ac blind date rodds aberdeen united kingdom check sms ac icmb cktz blind dates send hide",1
"yup remb think book",0
"jos ask wana meet",0
"lol yes friendship hanging thread cause won buy stuff",0
"themob check newest selection content games tones gossip babes sport mobile fit funky text wap",1
"garage keys aren bookshelf",0
"today accept day accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy",0
"think ur smart win week weekly quiz text play cs winnersclub po box uz gbp week",1
"says ll friend got money definitely buying end week",0
"hi way day normal way real ur unique hope know rest mylife hope wot lost",0
"day great day",0
"advance happy pongal",0
"hmmm guess kb power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao",0
"really dude friends afraid",0
"december mobile mths entitled update latest colour camera mobile free mobile update free",1
"coffee cake guess",0
"merry christmas babe love ya kisses",0
"hey dont just watch men lunch haha",0
"cud tell ppl im gona bit cos buses hav gon past cos im waitin pete",0
"great ll guild meet bristol road touch weekend plans flight good week",0
"problem doing",0
"hi da todays class",0
"say good sign know track record reading women",0
"cool text parked",0
"reading text just sent meant joke read light",0
"apo good movie",0
"maybe book tomo return immediately",0
"germany pence minute fixed line access number prepayment direct access",1
"chance evaporated soon violated privacy stealing phone number employer paperwork cool contact report supervisor",0
"valentines day special win quiz partner trip lifetime send msg rcvd custcare",1
"ta daaaaa home babe",0
"cool come havent wined dined",0
"just sleeping surfing",0
"calling right hand phone",0
"ok great thanx lot",0
"post come texts happy reading wiv hello caroline end favourite bless",0
"hiding stranger",0
"interested like",0
"sister cleared round birla soft yesterday",0
"gudnite tc practice going",0
"dis yijue jus saw ur mail case huiming havent sent num dis num",0
"small prestige problem",0
"fancy shag interested sextextuk com txt xxuk suzy txts cost msg tncs website",1
"just checking really miss seeing jeremiah great month",0
"nah help ve iphone",0
"car hour half going apeshit",0
"today sorry day angry misbehaved hurt plz plz just slap urself bcoz ur fault basically good",0
"yo guys figure need alcohol jay trying figure safely spend weed",0
"lt gt ish minutes minutes ago wtf",0
"thank calling forgot say happy onam sirji fine remembered met insurance person meet qatar insha allah rakhesh ex tata aig joined tissco tayseer",0
"ur cash balance currently pounds maximize ur cash send cash msg cc hg suite lands row hl",1
"actor work work evening sleep late unemployed moment sleep late unemployed day saturday",0
"hello just got st andrews boy long way cold posted",0
"ha ha cool cool chikku chikku db",0
"oh ok prob",0
"check audrey status right",0
"busy trying finish new year looking forward finally meeting",0
"good afternoon sunshine dawns day refreshed happy alive breathe air smile think love",0
"know care worries",0
"update xmas offer latest motorola sonyericsson nokia free bluetooth double mins txt orange mobileupd optout",1
"discount code rp stop messages reply stop customer services",1
"wat uniform",0
"cool text ready",0
"hello boytoy geeee miss just woke wish bed cuddling love",0
"spoil bed",0
"going bath msg lt gt min",0
"talking people sure pay agree price pls tell want really buy willing pay",0
"thanks ringtone order reference charged gbp week unsubscribe anytime calling customer services",1
"say happen",0
"seen did recognise face",0
"lot things happening lindsay new years sighs bars ptbo blue heron going",0
"payasam rinu brings",0
"taught ranjith sir called sms like becaus hes verifying project prabu told today pa dont mistake",0
"guess worried know way body repairs quite sure shouldn worry ll slow tests guide ovulation just relax ve said reason worry ll followin",0
"yeah sure couple minutes track wallet",0
"hey leave big deal care",0
"hey late ah meet",0
"double mins txts months free bluetooth orange available sony nokia motorola phones mobileupd optout dx",1
"took mr owl licks",0
"customer place",0
"mm time dont like fun",0
"mths half price orange line rental latest camera phones free phone mths mobilesdirect free update stoptxt",1
"yup having lunch buffet eat",0
"huh late fr dinner",0
"hey sat going intro pilates kickboxing",0
"morning ok",0
"yes think office lap room think thats days didnt shut",0
"pick bout ish time going",0
"performance award calculated month current month period",0
"actually sleeping text gr rock sis send text wen wake",0
"putting business pictures ass facebook open people ve met think picture room hurt make feel violated",0
"good evening sir al salam wahleykkum sharing happy news grace god got offer tayseer tissco joined hope fine inshah allah meet rakhesh visitor india",0
"hmmm want change field quickly da wanna administrator network administrator",0
"free ringtone text poly text true tone help st free tones pw nd txt stop",1
"dear chechi did talk",0
"hair cream shipped",0
"happening til",0
"yep great loxahatchee xmas tree burning lt gt starts hour",0
"haha used driving usf man know lot stoners",0
"slightly disastrous class pm fav darlings hope day ok coffee wld good stay late tomorrow time place",0
"hello good week fancy drink later",0
"headin busetop",0
"message text missing sender missing number missing sent date missing missing lot thats missing sent fullonsms com",0
"come room point iron plan weekend",0
"cos want thing",0
"okies ll yan jiu skip ard oso cine den mrt blah blah blah",0
"bring home wendy",0
"dating service cal box sk ch",1
"whatsup dont want sleep",0
"alright new goal",0
"free entry weekly competition just text word win",1
"alright ll head minutes text meet",0
"send logo ur lover names joined heart txt love mobno love adam eve yahoo pobox wq txtno ads",1
"yes week taking live",0
"contacted dating service entered phone fancy landline pobox tf",1
"siva hostel aha",0
"urgent mobile number awarded prize guaranteed land line claim valid hrs",1
"send ur friends receive ur voice speaking expression childish naughty sentiment rowdy ful attitude romantic shy attractive funny lt gt irritating lt gt lovable reply",0
"ok ll ok guess",0
"aathi dear",0
"pain urination thing",0
"esplanade mind giving lift cos got car today",0
"wnt buy bmw car urgently vry urgent hv shortage lt gt lacs source arng dis amt lt gt lacs thats prob",0
"home watching tv lor",0
"does usually fucking minutes respond yes question",0
"congrats nokia video camera phone calls cost ppm ave mins vary mobiles close post bcm ldn wc xx",1
"booked ticket pongal",0
"available like right hillsborough amp lt gt th",0
"message sent askin lt gt dollars shoul pay lt gt lt gt",0
"ask iouri ve told story like times",0
"long does applebees fucking",0
"hi hope txt journey gd mins late think",0
"like love arrange",0
"yes really great bhaji told kallis best cricketer sachin world tough",0
"supposed wake gt",0
"oic saw tot din group liao",0
"hey hey werethe monkeespeople say monkeyaround howdy gorgeous howu doin foundurself jobyet sausage love jen xxx",0
"sorry battery died come getting gram place",0
"blimey exercise yeah kinda remember wot hmm",0
"wont concentration dear know mind",0
"lol plans new years",0
"min later",0
"hanks lotsly",0
"thanks hope good day today",0
"want transfer acc",0
"ok tell stay yeah tough optimistic things improve month",0
"loan purpose homeowners tenants welcome previously refused help free text help",1
"si si think ill make oreo truffles",0
"look amy ure beautiful intelligent woman like lot know don like like don worry",0
"hope result consistently intelligent kind start asking practicum links ears open best ttyl",0
"cost guess isnt bad miss ya need ya want ya love ya",0
"going different feeling wavering decisions coping individual time heal believe",0
"did phone gonna die stay",0
"great better day gives reasons thank god",0
"upgrdcentre orange customer claim free camera phone upgrade loyalty offer ends th july apply opt available",1
"sorry ll later ok bye",0
"ok way railway",0
"great princess love giving receiving oral doggy style fave position enjoy making love lt gt times night",0
"don stuff roads getting slippery",0
"going ride bike",0
"yup need ll jus wait rain stop",0
"company tell language",0
"okmail dear dave final notice collect tenerife holiday cash award landline tcs sae box cw wx ppm",1
"long screamed princess",0
"meant money enters account bank remove flat rate transfered lt gt account lt gt dollars got removed banks differ charges differ sure trust ja person sending account details cos",0
"want laid tonight want real dogging locations sent direct ur mob join uk largest dogging network txting moan nyt ec msg",1
"nice line said broken heart plz don cum times infront wise ll trust good",0
"ok gonna head usf like minutes",0
"love aathi love lot",0
"tension ah machi problem",0
"pick th",0
"guys getting said thinking staying mcr",0
"sec",0
"yo carlos friends asking working weekend",0
"watching tv lor",0
"thank baby wait taste real thing",0
"change fb jaykwon thuglyfe falconerf",0
"win really long time",0
"free message activate free text messages replying message word free terms conditions visit",1
"dear reached railway happen",0
"depends quality want type sent boye faded glory want ralphs maybe",0
"think ve fixed send test message",0
"sorry man account dry want trade half buy shit credit card",0
"sorry meeting ll later",0
"class lt gt reunion",0
"free",0
"got meh",0
"nope think monday sorry replied late",0
"told accenture confirm true",0
"kate jackson rec center ish right",0
"dear reache room",0
"fighting world easy win lose bt fightng close dificult lose lose win lose",0
"come",0
"check nuerologist",0
"lolnice went fish water",0
"error",1
"waiting car dat bored wat cos wait outside got home stuff watch tv wat",0
"maybe westshore hyde park village place near house",0
"know anthony bringing money ve school fees pay rent stuff like thats need help friend need",0
"significance",0
"opinion jada kusruthi lovable silent spl character matured stylish simple pls reply",0
"latest scrounge ammo want new ak try",0
"prabha soryda realy frm heart sory",0
"lol ok forgiven",0
"jst change tat",0
"guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw mtmsgrcvd",1
"competition",0
"boltblue tones reply poly mono poly cha cha slide yeah slow jamz toxic come stop tones txt",1
"credits topped renewal pin tgxxrz",1
"way transport problematic sat night way want ask join bday feel free need know definite nos booking fri",0
"usually person unconscious children adults just behave abnormally ll",0
"ebay",0
"shall come pickle",0
"gonna tacos",0
"rude campus",0
"urgent mobile awarded bonus caller prize nd attempt contact box qu",1
"hi won ard christmas enjoy merry mas",0
"today offer claim ur worth discount vouchers text yes savamob member offers mobile cs sub unsub reply",1
"yes pretty lady like single",0
"recieve tone hrs terms conditions channel teletext pg",1
"jay says double faggot",0
"private account statement shows redeemed points identifier code expires",1
"today sunday sunday holiday work",0
"ll late",0
"ve called hoping malaria know miss guys miss bani big pls love especially great day",0
"good afternoon love goes day hope maybe got leads job think boytoy send passionate kiss sea",0
"probably gonna later tonight lt",0
"maybe fat fingers just press buttons doesn know",0
"ummmmmaah happy returns day dear sweet heart happy birthday dear",0
"tirupur da started office",0
"monthlysubscription msg max month csc web age stop txt stop",1
"famous quote develop ability listen unconditionally losing temper self confidence means married",0
"going college pa ill come self pa",0
"oclock just bash flat plan",0
"girl does stay bed girl doesn need recovery time id pass having fun cooped bed",0
"special",0
"know need hotel just got invitation apologise cali sweet come english bloke weddin",0
"sorry took long omw",0
"wait lt gt min",0
"ok minutes think btw alibi cutting hair time",0
"imagine finally sink bath paces maybe having eat left imagine feel cage cock surrounded bath water reminding owns enjoy cuck",0
"hurry ve weed deficient like days",0
"sure acknowledgement astoundingly tactless generally faggy demand blood oath fo",0
"ok night warm bath drink cup milk ll work magic need loose weight just know",0
"ll look frying pan case cheap book silly frying pan isn likely book",0
"uv causes mutations sunscreen like essential thesedays",0
"having lunch online",0
"know friend told",0
"hi princess thank pics pretty",0
"aiyo ex dunno abt mei haven reply time reply fast lucky workin huh got bao ur sugardad ah gee",0
"hi msg office",0
"thanx brownie nice",0
"geeeee love barely stand",0
"fuck babe miss know let send money net need want crave",0
"ill mrw ninish address icky american freek wont stop callin bad jen eh",0
"oooh bed ridden ey thinking",0
"anyways just gym love smiles hope ok having good day babe miss",0
"love daddy make scream pleasure going slap ass dick",0
"wot wanna missy",0
"yar lor wait mum finish sch lunch lor morning stay home clean room room quite clean hee",0
"know lab goggles went",0
"open door",0
"waiting",0
"nope waiting sch daddy",0
"won cash prize claim",1
"tired arguing week week want ll",0
"wait sch finish ard",0
"mobile number won claim calls ring claims hot line",1
"arngd marriage walkin unfortuntly snake bites bt love marriage dancing frnt snake amp sayin bite bite",0
"huh early having dinner outside izzit",0
"ok need change said",0
"tried contact reply offer mins textand new video phone reply free delivery tomorrow",1
"ex wife able kids want kids day",0
"scotland hope showing jjc tendencies care live dream",0
"tell headache just want use hour sick time",0
"dun thk ll quit hmmm jazz yogasana oso meet em lessons den",0
"pete ring meive hardly gotany credit",0
"ya srsly better yi tho",0
"meeting later",0
"ur chance win wkly shopping spree txt shop custcare wk",1
"specially selected receive pound award lines close cost ppm cs apply ag promo",1
"private account statement shows redeemed points identifier code expires",1
"grand prix",0
"met stranger choose friend long world stands friendship ends lets friends forever gud nitz",0
"great",0
"gud mrng dear nice day",0
"important customer service announcement freephone",1
"exhausted train morning wine pie sleep",0
"going buy mum present ar",0
"mind blastin tsunamis occur rajnikant stopped swimming indian ocean",0
"sending home ok lor ready",0
"speaking does cash",0
"happy come noon",0
"meet lunch la",0
"care soon",0
"xclusive clubsaisai morow soiree speciale zouk nichols paris free roses ladies info",1
"meant say wait getting bored bridgwater banter",0
"neva mind ok",0
"fine imma drink somethin want come",0
"days kick euro kept date latest news results daily removed send txt stop",1
"valentine game send dis msg ur friends answers really loves ques colour suits best rply",0
"dependents",0
"thanx today cer nice catch ave time oh care soon",0
"called said choose future",0
"happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles st",0
"like shock leh cos telling shuhui like telling leona like dat know liao got ask abt ur reaction lor",0
"family happiness",0
"come pick come immediately aft ur lesson",0
"let snow let snow kind weather brings ppl friendships grow",0
"dear got lt gt dollars hi hi",0
"good words words leave dismay times",0
"make sure alex knows birthday minutes far concerned",0
"sorry got things pub later",0
"nah straight just bring bud drinks actually little useful straight cash",0
"haha good hear officially paid market th",0
"licks does center tootsie pop",0
"yup thk teacher said make face look longer darren ask cut short",0
"new textbuddy chat horny guys ur area just free receive search postcode gaytextbuddy com txt",1
"todays vodafone numbers ending selected receive award number matches receive award",1
"dont say like hi hi hi",0
"thank",0
"oh forwarded message thought send",0
"got seventeen pounds seven ml hope ok",0
"dear voucher holder claim weeks offer pc ts cs apply stop texts txt stop",1
"funny",0
"sweetheart hope having kind day loads reasons smile biola",0
"login dat time dad fetching home",0
"shower baby",0
"askd question hours answer",0
"imma definitely need restock thanksgiving ll let know",0
"said kiss kiss sound effects gorgeous man isn kind person needs smile brighten day",0
"probably gonna swing wee bit",0
"ya nice ready thursday",0
"allo braved buses taken trains triumphed mean ham jolly good rest week",0
"watching cartoon listening music amp eve temple amp church",0
"mind ask happened dont say uncomfortable",0
"private account statement shows redeemed points identifier code expires",1
"prob send email",0
"won cash prize claim rstm sw ss ppm",1
"thats cool slow gentle sonetimes rough hard",0
"gonna say sorry normal starting panic time sorry seeing tuesday",0
"wait know wesleys town bet does hella drugs",0
"fine miss",0
"tell drug dealer getting impatient",0
"sun come earth send luv rays cloud come river send luv rain come meet send care msg gud evng",0
"doesnt make sense unless free need know wikipedia com",0
"premium phone services",1
"sea lays rock rock envelope envelope paper paper words",0
"mum repent",0
"sorry going home daddy come fetch later",0
"leave start prepare",0
"yes baby study positions kama sutra",0
"en chikku nange bakra msg kalstiya tea coffee",0
"carlos ll minute need buy",0
"pay lt decimal gt lakhs",0
"good evening ttyl",0
"did receive msg",0
"ho ho big belly laugh ya tomo",0
"sms ac sun posts hello cool wanted say hi hi stop send stop",1
"ur st ringtone free reply msg tone gr tones phone week just wk opt send stop",1
"ditto won worry saying anymore like said night want ll peace",0
"ve got lt gt way pick",0
"dont knw pa just drink milk",0
"maybe say hi got card great escape wetherspoons",0
"piggy awake bet sleeping going lunch",0
"cause freaky lol",0
"missed cause yelling scrappy miss wait come home lonely today",0
"hex place talk explain",0
"log wat sdryb",0
"xy going lunch",0
"hi sue years old work lapdancer love sex text live bedroom text sue textoperator da ppmsg",1
"wanted ask wait finish lect cos lect finishes hour",0
"finished work",0
"king crying baby great building map imprtant today wil reach tomorw gud ni",0
"dear cherthala case coming cochin pls bfore start shall reach accordingly tell day coming tmorow engaged ans holiday",0
"thanks love doing torch bold",0
"immediately urgent message waiting",1
"farm open",0
"sorry trouble buy dad big small sat sun thanx",0
"sister law hope having great month just saying hey abiola",0
"purchase stuff today mail po box number",0
"ah poop looks like ill prob send laptop fixed cuz gpu problem",0
"good good job like entrepreneurs",0
"aight close alex place",0
"meet corporation st outside gap mind working",0
"mum ask buy food home",0
"dont msg reply msg",0
"willing pay",0
"important prevent dehydration giving fluids",0
"thats bit weird supposed happening good idea sure pub",0
"true dear sat pray evening felt sms time",0
"don think away trek long family town sorry",0
"wanna gym harri",0
"quite late lar ard wun drivin",0
"review fantastic nokia gage game deck club nokia unsubscribe alerts reply word",1
"mths half price orange line rental latest camera phones free phone mths mobilesdirect free update stoptxt cs",1
"height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws students dey hurried plane bt didnt said students wont start datz confidence",0
"just like weird timing night want come smoke day shitstorm attributed coming making smoke",0
"pm cost",1
"save stress person dorm account just send account details money sent",0
"knows lunch menu da know",0
"stuff sell ll tell",0
"book lesson msg work sth going specs membership px",0
"won guaranteed cash prize claim yr prize customer service representative pm",1
"macha dont feel upset assume mindset believe evening wonderful plans let life begin anytime",0
"oh send address",0
"fine anytime best",0
"wondar flim",0
"ya cookies jelly",0
"world running maybe feeling admit mad correction let life running world running lets run",0
